user_id,avg_txn_amount,txn_freq_per_day,night_txn_ratio,geo_diversity_score,device_changes_last_30d,foreign_txn_count,return_txn_ratio,linked_accounts_count,risk_tier
890,17736.31221756119,1,0.06,2,0,1,0.06,4,Low
891,16484.219206284408,2,0.04,9,0,0,0.25,2,Low
892,13382.77687880952,4,0.1,2,1,2,0.23,4,Low
893,34951.39754018011,3,0.25,7,1,0,0.09,2,Low
894,38099.73054786137,1,0.22,8,1,1,0.26,1,Low
895,24726.409511746446,7,0.26,6,0,2,0.23,1,Low
896,12606.913508722177,2,0.42,7,3,1,0.26,2,Medium
897,45923.56106704155,5,0.16,1,0,0,0.19,2,Low
898,62543.9443525262,6,0.23,4,0,0,0.19,1,Low
899,52011.69548211521,1,0.04,7,1,0,0.12,4,Medium
900,119677.12109794251,0,0.23,1,3,1,0.29,4,Medium
901,28830.464509721194,2,0.24,1,1,1,0.24,4,Low
902,82925.58048253936,3,0.21,6,0,0,0.11,4,Low
903,19281.75194589941,5,0.3,4,0,0,0.25,3,Low
904,16663.453142456667,0,0.1,3,2,1,0.12,4,Low
905,36602.046472575734,0,0.01,5,0,0,0.16,3,Low
906,95340.16895813087,3,0.08,9,2,1,0.1,3,Medium
907,26352.233226692293,4,0.2,3,1,1,0.08,1,Low
908,7070.673417439448,3,0.16,5,1,0,0.12,1,Low
909,61729.52071304558,4,0.22,5,2,1,0.16,2,Low
910,31363.70582513636,3,0.19,9,1,0,0.07,4,Low
911,41657.42179670989,5,0.19,4,0,0,0.21,4,Low
912,17446.30399381627,6,0.16,1,0,2,0.07,1,Low
913,36344.33118665514,3,0.16,5,1,1,0.17,1,Low
914,8280.967810296486,4,0.37,1,1,0,0.2,1,Low
915,108868.55623313703,1,0.33,6,1,0,0.14,2,Low
916,69719.63479159116,3,0.37,7,0,0,0.28,4,Medium
917,35116.23014924243,3,0.15,1,2,0,0.18,2,Low
918,60555.83841971271,2,0.22,4,0,0,0.17,3,Low
919,19325.06220076297,4,0.16,9,1,0,0.2,3,Low
920,67625.84408660469,3,0.11,1,3,0,0.18,4,Medium
921,25415.106986783856,5,0.09,9,1,0,0.15,1,Low
922,23959.653062727793,3,0.22,8,0,0,0.05,1,Low
923,14253.960483404247,3,0.0,5,0,2,0.17,2,Low
924,45510.46738293762,2,0.2,6,0,1,0.03,3,Low
925,33962.59571431537,0,0.13,7,0,0,0.11,3,Low
926,84708.52068374828,4,0.13,4,0,0,0.07,4,Low
927,12738.968464586402,3,0.03,6,2,0,0.18,3,Low
928,45660.23729367841,2,0.02,7,0,0,0.11,1,Low
929,74351.2918574623,4,0.19,6,0,0,0.15,1,Low
930,38608.430429567576,6,0.05,6,1,1,0.07,1,Low
931,25020.854072411934,4,0.15,2,2,1,0.08,4,Low
932,37874.914129045654,4,0.13,5,0,1,0.07,2,Low
933,80239.78291843818,2,0.06,3,2,0,0.42,3,Medium
934,80217.40995960691,1,0.05,7,1,2,0.08,4,Medium
935,30376.807214200388,1,0.29,4,1,2,0.09,2,Low
936,79288.0824528318,1,0.34,1,0,0,0.32,4,Medium
937,32746.361963859308,4,0.01,6,2,0,0.19,3,Low
938,60089.82848908743,3,0.1,6,0,0,0.21,1,Low
939,49536.48844091553,4,0.27,7,0,0,0.1,2,Low
940,24206.846239037197,4,0.19,8,0,1,0.19,2,Low
941,14738.76247651127,2,0.08,3,0,0,0.11,4,Low
942,75671.35606617772,6,0.11,6,4,0,0.19,4,Medium
943,90063.12222162494,3,0.3,2,2,0,0.23,1,Low
944,44882.011222298905,1,0.41,9,1,0,0.11,4,Low
945,32712.500184372697,3,0.33,2,2,1,0.3,3,Low
946,11217.790691933169,2,0.26,3,1,0,0.21,3,Low
947,74364.22247960092,2,0.05,2,1,1,0.13,3,Low
948,41195.85262982676,3,0.04,9,0,0,0.47,3,Low
949,27085.35643498367,3,0.22,1,0,0,0.05,1,Low
950,61270.71818496473,3,0.16,5,1,0,0.07,1,Low
951,9258.90168443563,3,0.09,1,1,1,0.22,1,Low
952,13601.62883683523,6,0.28,5,2,0,0.15,4,Low
953,18717.664014966926,6,0.26,8,1,0,0.02,1,Low
954,48440.927060534734,3,0.06,8,2,0,0.16,2,Low
955,38188.43543493188,3,0.08,8,2,0,0.24,2,Low
956,52554.30084270765,3,0.08,2,1,2,0.13,2,Low
957,70979.29479446485,2,0.13,8,2,0,0.31,4,Medium
958,53889.380922700475,3,0.13,5,0,0,0.09,4,Low
959,110386.54098000258,3,0.01,1,0,0,0.35,1,Medium
960,70867.42174365523,3,0.2,7,1,1,0.12,3,Medium
961,30320.714914578086,1,0.02,6,2,0,0.22,2,Low
962,21333.703231006566,4,0.26,5,2,1,0.11,4,Low
963,31049.990108659247,1,0.25,1,0,1,0.48,2,Low
964,55211.66488327233,4,0.15,1,1,0,0.09,1,Low
965,23306.058429355624,2,0.04,6,1,0,0.28,4,Low
966,56279.66552372193,2,0.11,7,2,0,0.14,3,Medium
967,51880.27205391078,5,0.2,1,2,1,0.45,3,Medium
968,14544.382371651809,4,0.01,9,2,0,0.08,4,Low
969,69970.52096053612,1,0.43,4,0,0,0.21,3,Medium
970,43744.41299713838,1,0.0,5,0,1,0.4,1,Low
971,106884.92099342227,5,0.29,2,1,0,0.16,3,Low
972,32834.43120393008,3,0.37,8,1,0,0.16,2,Low
973,26102.061756325034,1,0.31,2,0,0,0.13,2,Low
974,12857.784990139513,1,0.0,3,3,0,0.02,2,Low
975,12665.555884723011,5,0.14,9,1,0,0.05,4,Low
976,64383.15191705523,4,0.07,2,2,0,0.24,4,Low
977,99881.25412808252,4,0.08,6,1,1,0.11,4,Low
978,30708.54321669721,1,0.23,4,4,0,0.09,4,Low
979,29161.61959702928,0,0.11,7,0,1,0.57,4,Low
980,35174.98502296236,4,0.04,6,0,1,0.07,1,Low
981,73232.60456630365,2,0.03,9,2,0,0.11,4,Medium
982,14664.813133141015,4,0.11,9,1,1,0.01,3,Low
983,39874.56373577343,1,0.31,4,0,0,0.06,1,Low
984,65385.02979017928,1,0.15,1,1,3,0.16,4,Medium
985,48017.692082111185,4,0.19,2,1,1,0.15,3,Low
986,918.3795221912676,2,0.05,8,1,0,0.2,1,Low
987,54078.15929088347,1,0.11,8,0,0,0.37,2,Medium
988,48351.366578505156,1,0.09,2,2,0,0.12,1,Low
989,82867.8601111753,3,0.27,4,0,0,0.06,4,Low
990,94696.4920615801,4,0.02,1,1,0,0.17,1,Low
991,80115.4161142608,2,0.33,7,2,0,0.16,1,Medium
992,35319.20269172359,2,0.27,4,1,1,0.19,2,Low
993,6720.526823664298,4,0.05,8,0,0,0.5,1,Low
994,28995.097967576505,3,0.25,9,1,1,0.44,1,Low
995,34471.865710128586,1,0.09,9,1,1,0.12,2,Low
996,99048.42698406307,1,0.25,3,1,0,0.11,4,Low
997,17603.064968467996,3,0.65,5,0,1,0.08,3,Low
998,9547.16247923139,2,0.19,6,1,0,0.23,1,Low
999,23432.069462277195,3,0.06,6,1,0,0.08,2,Low
1000,18460.931225996137,2,0.08,8,0,1,0.26,1,Low
